series_name,country_name,category,income_group,year,value
Poverty headcount ratio at national poverty line (% of population),Mexico,Demographics & Socioeconomics,Middle-Income Countries,2007,13.5
Poverty headcount ratio at national poverty line (% of population),Indonesia,Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),Philippines,Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),"Egypt, Arab Rep.",Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),Colombia,Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),Argentina,Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),Viet Nam,Demographics & Socioeconomics,Middle-Income Countries,2007,16.6
Poverty headcount ratio at national poverty line (% of population),Morocco,Demographics & Socioeconomics,Middle-Income Countries,2007,8.9
Poverty headcount ratio at national poverty line (% of population),Nigeria,Demographics & Socioeconomics,Low-Income Countries,2007,8.9
Poverty headcount ratio at national poverty line (% of population),Ethiopia,Demographics & Socioeconomics,Low-Income Countries,2007,8.9
Poverty headcount ratio at national poverty line (% of population),Haiti,Demographics & Socioeconomics,Low-Income Countries,2007,8.9
Poverty headcount ratio at national poverty line (% of population),Afghanistan,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Bangladesh,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Uganda,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Nepal,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Mozambique,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Sudan,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Madagascar,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
Poverty headcount ratio at national poverty line (% of population),Rwanda,Demographics & Socioeconomics,Low-Income Countries,2007,33.7
"Maternal mortality ratio (national estimate, per 100,000 live births)",United States,Health Outcomes,High-Income Countries,2007,14.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Germany,Health Outcomes,High-Income Countries,2007,4.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Japan,Health Outcomes,High-Income Countries,2007,3.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Norway,Health Outcomes,High-Income Countries,2007,7.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Australia,Health Outcomes,High-Income Countries,2007,7.0
"Maternal mortality ratio (national estimate, per 100,000 live births)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,10.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Canada,Health Outcomes,High-Income Countries,2007,7.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",United Kingdom,Health Outcomes,High-Income Countries,2007,7.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Switzerland,Health Outcomes,High-Income Countries,2007,1.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Italy,Health Outcomes,High-Income Countries,2007,2.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Sweden,Health Outcomes,High-Income Countries,2007,2.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Brazil,Health Outcomes,Middle-Income Countries,2007,79.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",India,Health Outcomes,Middle-Income Countries,2007,279.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",South Africa,Health Outcomes,Middle-Income Countries,2007,152.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Mexico,Health Outcomes,Middle-Income Countries,2007,47.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,Middle-Income Countries,2007,206.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Philippines,Health Outcomes,Middle-Income Countries,2007,71.0
"Maternal mortality ratio (national estimate, per 100,000 live births)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,28.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Colombia,Health Outcomes,Middle-Income Countries,2007,60.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Argentina,Health Outcomes,Middle-Income Countries,2007,41.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,41.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Morocco,Health Outcomes,Middle-Income Countries,2007,41.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Nigeria,Health Outcomes,Low-Income Countries,2007,41.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Ethiopia,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Haiti,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Afghanistan,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Bangladesh,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Uganda,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Nepal,Health Outcomes,Low-Income Countries,2007,1184.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Mozambique,Health Outcomes,Low-Income Countries,2007,577.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Sudan,Health Outcomes,Low-Income Countries,2007,577.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Madagascar,Health Outcomes,Low-Income Countries,2007,577.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Rwanda,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),United States,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Germany,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Japan,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Norway,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Australia,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),"Korea, Rep.",Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Canada,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),United Kingdom,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Switzerland,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Italy,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Sweden,Health Outcomes,High-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Brazil,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),India,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),South Africa,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Mexico,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Indonesia,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Philippines,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Colombia,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Argentina,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Viet Nam,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Morocco,Health Outcomes,Middle-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Nigeria,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Ethiopia,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Haiti,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Afghanistan,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Bangladesh,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Uganda,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Nepal,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Mozambique,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Sudan,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Madagascar,Health Outcomes,Low-Income Countries,2007,577.0
Diabetes prevalence (% of population ages 20 to 79),Rwanda,Health Outcomes,Low-Income Countries,2007,577.0
"Mortality rate, adult, male (per 1,000 male adults)",United States,Health Outcomes,High-Income Countries,2007,138.605
"Mortality rate, adult, male (per 1,000 male adults)",Germany,Health Outcomes,High-Income Countries,2007,106.198
"Mortality rate, adult, male (per 1,000 male adults)",Japan,Health Outcomes,High-Income Countries,2007,87.189
"Mortality rate, adult, male (per 1,000 male adults)",Norway,Health Outcomes,High-Income Countries,2007,81.324
"Mortality rate, adult, male (per 1,000 male adults)",Australia,Health Outcomes,High-Income Countries,2007,84.719
"Mortality rate, adult, male (per 1,000 male adults)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,116.282
"Mortality rate, adult, male (per 1,000 male adults)",Canada,Health Outcomes,High-Income Countries,2007,91.755
"Mortality rate, adult, male (per 1,000 male adults)",United Kingdom,Health Outcomes,High-Income Countries,2007,97.559
"Mortality rate, adult, male (per 1,000 male adults)",Switzerland,Health Outcomes,High-Income Countries,2007,78.545
"Mortality rate, adult, male (per 1,000 male adults)",Italy,Health Outcomes,High-Income Countries,2007,80.536
"Mortality rate, adult, male (per 1,000 male adults)",Sweden,Health Outcomes,High-Income Countries,2007,77.631
"Mortality rate, adult, male (per 1,000 male adults)",Brazil,Health Outcomes,Middle-Income Countries,2007,206.0
"Mortality rate, adult, male (per 1,000 male adults)",India,Health Outcomes,Middle-Income Countries,2007,225.792
"Mortality rate, adult, male (per 1,000 male adults)",South Africa,Health Outcomes,Middle-Income Countries,2007,539.73
"Mortality rate, adult, male (per 1,000 male adults)",Mexico,Health Outcomes,Middle-Income Countries,2007,184.932
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,Middle-Income Countries,2007,206.339
"Mortality rate, adult, male (per 1,000 male adults)",Philippines,Health Outcomes,Middle-Income Countries,2007,171.232
"Mortality rate, adult, male (per 1,000 male adults)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,227.538
"Mortality rate, adult, male (per 1,000 male adults)",Colombia,Health Outcomes,Middle-Income Countries,2007,184.985
"Mortality rate, adult, male (per 1,000 male adults)",Argentina,Health Outcomes,Middle-Income Countries,2007,167.463
"Mortality rate, adult, male (per 1,000 male adults)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,194.64
"Mortality rate, adult, male (per 1,000 male adults)",Morocco,Health Outcomes,Middle-Income Countries,2007,181.665
"Mortality rate, adult, male (per 1,000 male adults)",Nigeria,Health Outcomes,Low-Income Countries,2007,401.725
"Mortality rate, adult, male (per 1,000 male adults)",Ethiopia,Health Outcomes,Low-Income Countries,2007,348.411
"Mortality rate, adult, male (per 1,000 male adults)",Haiti,Health Outcomes,Low-Income Countries,2007,299.069
"Mortality rate, adult, male (per 1,000 male adults)",Afghanistan,Health Outcomes,Low-Income Countries,2007,318.012
"Mortality rate, adult, male (per 1,000 male adults)",Bangladesh,Health Outcomes,Low-Income Countries,2007,204.381
"Mortality rate, adult, male (per 1,000 male adults)",Uganda,Health Outcomes,Low-Income Countries,2007,426.117
"Mortality rate, adult, male (per 1,000 male adults)",Nepal,Health Outcomes,Low-Income Countries,2007,228.329
"Mortality rate, adult, male (per 1,000 male adults)",Mozambique,Health Outcomes,Low-Income Countries,2007,460.122
"Mortality rate, adult, male (per 1,000 male adults)",Sudan,Health Outcomes,Low-Income Countries,2007,297.242
"Mortality rate, adult, male (per 1,000 male adults)",Madagascar,Health Outcomes,Low-Income Countries,2007,274.812
"Mortality rate, adult, male (per 1,000 male adults)",Rwanda,Health Outcomes,Low-Income Countries,2007,320.689
"Mortality rate, adult, female (per 1,000 female adults)",United States,Health Outcomes,High-Income Countries,2007,79.447
"Mortality rate, adult, female (per 1,000 female adults)",Germany,Health Outcomes,High-Income Countries,2007,55.294
"Mortality rate, adult, female (per 1,000 female adults)",Japan,Health Outcomes,High-Income Countries,2007,43.235
"Mortality rate, adult, female (per 1,000 female adults)",Norway,Health Outcomes,High-Income Countries,2007,52.837
"Mortality rate, adult, female (per 1,000 female adults)",Australia,Health Outcomes,High-Income Countries,2007,48.119
"Mortality rate, adult, female (per 1,000 female adults)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,46.529
"Mortality rate, adult, female (per 1,000 female adults)",Canada,Health Outcomes,High-Income Countries,2007,55.476
"Mortality rate, adult, female (per 1,000 female adults)",United Kingdom,Health Outcomes,High-Income Countries,2007,60.006
"Mortality rate, adult, female (per 1,000 female adults)",Switzerland,Health Outcomes,High-Income Countries,2007,45.549
"Mortality rate, adult, female (per 1,000 female adults)",Italy,Health Outcomes,High-Income Countries,2007,42.189
"Mortality rate, adult, female (per 1,000 female adults)",Sweden,Health Outcomes,High-Income Countries,2007,47.552
"Mortality rate, adult, female (per 1,000 female adults)",Brazil,Health Outcomes,Middle-Income Countries,2007,101.099
"Mortality rate, adult, female (per 1,000 female adults)",India,Health Outcomes,Middle-Income Countries,2007,151.348
"Mortality rate, adult, female (per 1,000 female adults)",South Africa,Health Outcomes,Middle-Income Countries,2007,443.684
"Mortality rate, adult, female (per 1,000 female adults)",Mexico,Health Outcomes,Middle-Income Countries,2007,103.786
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,Middle-Income Countries,2007,163.216
"Mortality rate, adult, female (per 1,000 female adults)",Philippines,Health Outcomes,Middle-Income Countries,2007,127.838
"Mortality rate, adult, female (per 1,000 female adults)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,136.503
"Mortality rate, adult, female (per 1,000 female adults)",Colombia,Health Outcomes,Middle-Income Countries,2007,83.585
"Mortality rate, adult, female (per 1,000 female adults)",Argentina,Health Outcomes,Middle-Income Countries,2007,92.523
"Mortality rate, adult, female (per 1,000 female adults)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,80.254
"Mortality rate, adult, female (per 1,000 female adults)",Morocco,Health Outcomes,Middle-Income Countries,2007,137.055
"Mortality rate, adult, female (per 1,000 female adults)",Nigeria,Health Outcomes,Low-Income Countries,2007,371.27
"Mortality rate, adult, female (per 1,000 female adults)",Ethiopia,Health Outcomes,Low-Income Countries,2007,296.941
"Mortality rate, adult, female (per 1,000 female adults)",Haiti,Health Outcomes,Low-Income Countries,2007,221.856
"Mortality rate, adult, female (per 1,000 female adults)",Afghanistan,Health Outcomes,Low-Income Countries,2007,247.96
"Mortality rate, adult, female (per 1,000 female adults)",Bangladesh,Health Outcomes,Low-Income Countries,2007,156.221
"Mortality rate, adult, female (per 1,000 female adults)",Uganda,Health Outcomes,Low-Income Countries,2007,374.543
"Mortality rate, adult, female (per 1,000 female adults)",Nepal,Health Outcomes,Low-Income Countries,2007,168.506
"Mortality rate, adult, female (per 1,000 female adults)",Mozambique,Health Outcomes,Low-Income Countries,2007,398.6
"Mortality rate, adult, female (per 1,000 female adults)",Sudan,Health Outcomes,Low-Income Countries,2007,208.495
"Mortality rate, adult, female (per 1,000 female adults)",Madagascar,Health Outcomes,Low-Income Countries,2007,225.671
"Mortality rate, adult, female (per 1,000 female adults)",Rwanda,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United States,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Germany,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Japan,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Norway,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Australia,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Canada,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United Kingdom,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Switzerland,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Italy,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sweden,Health Outcomes,High-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Brazil,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",India,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",South Africa,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mexico,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Philippines,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Colombia,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Argentina,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Morocco,Health Outcomes,Middle-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nigeria,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Ethiopia,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Haiti,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Afghanistan,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Bangladesh,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Uganda,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nepal,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mozambique,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sudan,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Madagascar,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Rwanda,Health Outcomes,Low-Income Countries,2007,277.01
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United States,Health Outcomes,High-Income Countries,2007,15.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Germany,Health Outcomes,High-Income Countries,2007,13.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Japan,Health Outcomes,High-Income Countries,2007,9.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Norway,Health Outcomes,High-Income Countries,2007,12.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Australia,Health Outcomes,High-Income Countries,2007,10.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,12.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Canada,Health Outcomes,High-Income Countries,2007,12.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United Kingdom,Health Outcomes,High-Income Countries,2007,13.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Switzerland,Health Outcomes,High-Income Countries,2007,10.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Italy,Health Outcomes,High-Income Countries,2007,11.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Sweden,Health Outcomes,High-Income Countries,2007,11.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Brazil,Health Outcomes,Middle-Income Countries,2007,18.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",India,Health Outcomes,Middle-Income Countries,2007,23.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",South Africa,Health Outcomes,Middle-Income Countries,2007,32.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Mexico,Health Outcomes,Middle-Income Countries,2007,16.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,Middle-Income Countries,2007,26.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Philippines,Health Outcomes,Middle-Income Countries,2007,24.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,29.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Colombia,Health Outcomes,Middle-Income Countries,2007,12.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Argentina,Health Outcomes,Middle-Income Countries,2007,18.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,22.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Morocco,Health Outcomes,Middle-Income Countries,2007,25.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Nigeria,Health Outcomes,Low-Income Countries,2007,20.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Ethiopia,Health Outcomes,Low-Income Countries,2007,21.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Haiti,Health Outcomes,Low-Income Countries,2007,33.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Afghanistan,Health Outcomes,Low-Income Countries,2007,40.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Bangladesh,Health Outcomes,Low-Income Countries,2007,23.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Uganda,Health Outcomes,Low-Income Countries,2007,26.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Nepal,Health Outcomes,Low-Income Countries,2007,19.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Mozambique,Health Outcomes,Low-Income Countries,2007,29.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Sudan,Health Outcomes,Low-Income Countries,2007,24.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Madagascar,Health Outcomes,Low-Income Countries,2007,28.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Rwanda,Health Outcomes,Low-Income Countries,2007,24.2
"Life expectancy at birth, total (years)",United States,Health Outcomes,High-Income Countries,2007,77.9878048780488
"Life expectancy at birth, total (years)",Germany,Health Outcomes,High-Income Countries,2007,79.5341463414634
"Life expectancy at birth, total (years)",Japan,Health Outcomes,High-Income Countries,2007,82.5070731707317
"Life expectancy at birth, total (years)",Norway,Health Outcomes,High-Income Countries,2007,80.3951219512195
"Life expectancy at birth, total (years)",Australia,Health Outcomes,High-Income Countries,2007,81.2926829268293
"Life expectancy at birth, total (years)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,79.119512195122
"Life expectancy at birth, total (years)",Canada,Health Outcomes,High-Income Countries,2007,80.5436585365854
"Life expectancy at birth, total (years)",United Kingdom,Health Outcomes,High-Income Countries,2007,79.4487804878049
"Life expectancy at birth, total (years)",Switzerland,Health Outcomes,High-Income Countries,2007,81.7414634146342
"Life expectancy at birth, total (years)",Italy,Health Outcomes,High-Income Countries,2007,81.4341463414634
"Life expectancy at birth, total (years)",Sweden,Health Outcomes,High-Income Countries,2007,80.9
"Life expectancy at birth, total (years)",Brazil,Health Outcomes,Middle-Income Countries,2007,72.365
"Life expectancy at birth, total (years)",India,Health Outcomes,Middle-Income Countries,2007,65.788
"Life expectancy at birth, total (years)",South Africa,Health Outcomes,Middle-Income Countries,2007,54.992
"Life expectancy at birth, total (years)",Mexico,Health Outcomes,Middle-Income Countries,2007,74.238
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,Middle-Income Countries,2007,68.189
"Life expectancy at birth, total (years)",Philippines,Health Outcomes,Middle-Income Countries,2007,70.483
"Life expectancy at birth, total (years)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,69.128
"Life expectancy at birth, total (years)",Colombia,Health Outcomes,Middle-Income Countries,2007,73.837
"Life expectancy at birth, total (years)",Argentina,Health Outcomes,Middle-Income Countries,2007,75.006
"Life expectancy at birth, total (years)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,73.436
"Life expectancy at birth, total (years)",Morocco,Health Outcomes,Middle-Income Countries,2007,69.604
"Life expectancy at birth, total (years)",Nigeria,Health Outcomes,Low-Income Countries,2007,50.033
"Life expectancy at birth, total (years)",Ethiopia,Health Outcomes,Low-Income Countries,2007,56.426
"Life expectancy at birth, total (years)",Haiti,Health Outcomes,Low-Income Countries,2007,61.103
